422424,8.132618
422673,13.045837
435600,15.444518
435641,9.087815
413625,2.692843
435899,4.687214
435967,3.241675
444163,8.011467
411664,3.960958
436044,1.795113
402166,6.522815
407497,4.062805
449343,4.830518
402290,6.793228
449535,15.002510
422926,2.274981
414739,1.277645
436283,3.602886
436380,2.819143
409974,3.099619
410033,1.575790
423136,15.895711
444572,4.254313
402326,12.264975
436470,2.667456
406480,7.253801
442048,13.716736
423183,5.454106
449718,13.891799
436551,6.010802
423246,7.348142
436878,9.197036
436959,15.711024
423361,20.417801
437040,3.919372
449810,3.501232
437265,8.702584
407614,1.660459
450548,6.233190
437303,17.928859
423406,5.398075
437451,14.126367
407832,1.548992
423490,18.897202
437582,11.685695
437751,21.068665
410218,2.221232
443768,21.411630
437773,10.759907
437961,14.676975
416232,1.878003
438103,3.088965
450031,4.050053
438166,2.188532
410289,4.183990
438306,10.935843
423555,1.205324
423666,19.298922
407960,4.793567
406585,21.634390
438499,22.912893
438526,7.111887
450138,5.524083
423697,19.725344
438782,5.792394
438863,8.610161
423780,21.076596
422818,18.050333
410335,14.730441
439057,10.633329
402340,14.570952
410431,7.187571
439115,12.939950
450146,5.425618
450160,18.601084
414514,12.841295
450226,9.347694
424061,11.416687
450723,5.658654
424157,12.045115
412806,11.470179
402577,8.368363
414914,5.094513
410519,17.911947
439211,3.434658
439322,7.722398
439388,7.035506
450353,17.526264
439548,4.448880
439780,4.481257
439835,16.502160
406611,9.148716
424250,21.965637
402603,1.924775
424324,12.242766
440040,10.944724
444239,21.372075
444437,11.059611
440108,4.337044
410618,19.839640
447968,1.856769
410749,22.469182
444600,15.805460
444675,15.584727
444780,13.617776
445064,18.833263
408045,3.734122
424339,7.384160
450612,20.407846
440220,4.689971
440267,11.342656
450676,9.894672
440378,4.612416
406803,3.213978
445203,5.915224
424350,6.096257
440557,4.152727
402651,6.781880
410770,9.295335
416296,4.871163
440602,4.243704
424390,3.507185
402756,10.649158
424550,14.498992
424611,2.913615
445314,6.017914
433510,4.218376
440843,4.668721
415332,21.423108
415598,5.779563
445425,11.698583
441057,9.780867
408154,20.043092
441156,9.120044
412973,13.634862
450838,20.057150
450878,17.286079
416781,15.179312
416796,5.626807
451007,5.737949
416833,9.953047
412180,3.463454
451328,2.440574
416974,5.965494
413568,4.811815
451491,7.369203
402850,2.579674
441285,10.010364
417008,5.106268
441384,19.228958
441520,7.435572
441603,4.773728
441633,19.755204
410908,6.030292
413601,5.229289
415848,20.152718
424775,19.076377
445611,8.949222
451691,13.453718
402931,8.801743
451724,1.816754
451830,3.983968
411311,12.032158
445780,21.694027
413114,7.780247
445940,7.442032
446050,3.628495
446233,8.378593
440717,4.925422
446308,9.278934
417036,7.234900
414118,3.238079
414128,2.627357
402947,7.210760
420453,5.714908
417044,4.281595
424800,17.816611
414310,10.906464
415644,18.440356
417070,17.316031
446617,4.961199
414373,3.470436
446876,15.957750
408341,8.307474
417344,19.311162
413871,9.001915
424816,18.178229
447183,22.571432
447365,3.151877
447528,11.102468
447654,8.184320
412620,1.689738
417474,10.719646
414928,6.102223
417563,21.358020
447847,6.518251
417622,10.125908
414255,3.769219
415047,4.707030
417796,6.595527
415090,4.544900
408534,1.761109
441231,5.727538
415223,2.843739
408652,12.430990
414607,3.091287
447961,1.632845
400164,6.628604
448150,18.760409
408281,12.939898
417912,21.105064
424877,9.557767
415781,7.983521
418029,5.039324
413165,20.462976
413469,22.199825
418039,11.015216
448277,21.251063
424966,5.816065
418109,11.725172
448298,16.847037
448413,5.943360
424972,5.590252
451179,6.583330
416070,1.940411
416078,4.343558
406832,3.097439
408723,13.336295
402955,4.907792
448564,14.646694
448683,2.549352
443215,10.188406
411905,1.601926
425023,10.333608
416532,2.811875
418259,3.213308
448912,3.339130
418291,3.311051
408810,14.236651
418319,4.017624
416613,5.290304
418446,9.325082
418540,6.547418
418555,18.528970
418592,1.917615
408991,20.714848
448938,16.424850
403050,4.422854
418733,1.635744
449008,4.705011
449155,20.776345
411948,9.716694
418799,20.163856
409039,4.827083
413998,11.619231
425131,3.217966
437474,1.689002
425187,1.309374
411452,3.446845
410971,2.826736
418937,3.179001
416130,3.496106
413743,2.931256
400310,5.941128
419118,12.246516
400374,7.938349
419202,15.067471
419387,4.964939
409157,1.613796
419451,2.488845
403159,12.679266
409293,9.368666
400403,2.729184
425329,12.811097
409464,4.331352
419512,3.561162
403205,9.427875
419522,11.023965
403288,3.495526
449281,5.313095
425381,16.042869
419637,6.052604
409555,6.290129
425471,6.315136
409746,7.894929
419677,3.430459
403342,7.022483
451590,6.105602
443559,20.100059
419849,4.597710
425742,13.761256
403597,8.711351
403736,3.444220
400432,5.613764
425762,11.193065
443798,5.348139
403869,3.148839
409955,5.644336
419876,2.857958
419948,6.077551
425932,21.878399
426030,19.048722
426136,2.026793
426182,6.775675
438385,21.524815
450058,5.488928
426204,16.360320
420038,11.007291
426243,11.712633
404123,10.406009
420073,17.836222
426364,7.785487
426678,4.315687
420082,9.159463
426764,4.761274
420099,10.729240
404360,3.530099
426888,16.580207
404451,17.464046
426971,14.039861
404535,21.330286
427210,4.883093
427403,2.549436
400525,15.041793
420112,2.851176
427514,22.541371
420243,12.598212
427559,19.771120
420275,7.027356
